id,municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao
3172 ,Ibatiba (ES),"0,647","0,651","0,830","0,501"
3172 ,Estância (SE),"0,647","0,627","0,782","0,552"
3172 ,Santana dos Montes (MG),"0,647","0,608","0,801","0,557"
3172 ,Munhoz (MG),"0,647","0,634","0,821","0,520"
3172 ,Bocaina do Sul (SC),"0,647","0,642","0,768","0,549"
3172 ,Goiabeira (MG),"0,647","0,628","0,799","0,539"
3186 ,São Sebastião do Alto (RJ),"0,646","0,638","0,789","0,536"
3186 ,Alpercata (MG),"0,646","0,629","0,824","0,521"
3186 ,Lontra (MG),"0,646","0,589","0,794","0,577"
3186 ,Carvalhos (MG),"0,646","0,667","0,820","0,492"
3186 ,Cascavel (CE),"0,646","0,587","0,793","0,578"
3186 ,Cacaulândia (RO),"0,646","0,664","0,801","0,506"
3186 ,Piracema (MG),"0,646","0,646","0,809","0,515"
3186 ,Vale Verde (RS),"0,646","0,666","0,816","0,497"
3186 ,Santo Amaro (BA),"0,646","0,626","0,772","0,559"
3186 ,Itamarandiba (MG),"0,646","0,618","0,798","0,547"
3186 ,Fernandes Tourinho (MG),"0,646","0,608","0,807","0,550"
3186 ,Penaforte (CE),"0,646","0,566","0,761","0,626"
3186 ,Lucrécia (RN),"0,646","0,624","0,785","0,551"
3186 ,Xinguara (PA),"0,646","0,671","0,800","0,503"
3186 ,São Miguel do Guaporé (RO),"0,646","0,644","0,781","0,537"
3201 ,Muniz Freire (ES),"0,645","0,637","0,821","0,512"
3201 ,Taparuba (MG),"0,645","0,604","0,799","0,557"
3201 ,Tibau do Sul (RN),"0,645","0,672","0,794","0,504"
3201 ,Vila Bela da Santíssima Trindade (MT),"0,645","0,644","0,843","0,495"
3201 ,Simolândia (GO),"0,645","0,595","0,826","0,546"
3201 ,General Maynard (SE),"0,645","0,609","0,776","0,567"
3201 ,Porto Alegre do Tocantins (TO),"0,645","0,586","0,785","0,584"
3201 ,Bocaina de Minas (MG),"0,645","0,665","0,848","0,476"
3201 ,Ouro Branco (RN),"0,645","0,610","0,789","0,558"
3201 ,Tabuleiro do Norte (CE),"0,645","0,620","0,791","0,547"
3201 ,Jatobá (PE),"0,645","0,604","0,775","0,573"
3201 ,São Nicolau (RS),"0,645","0,658","0,778","0,523"
3201 ,Foz do Jordão (PR),"0,645","0,654","0,828","0,496"
3201 ,Paragominas (PA),"0,645","0,667","0,781","0,514"
3201 ,Águas Formosas (MG),"0,645","0,624","0,811","0,531"
3201 ,Manfrinópolis (PR),"0,645","0,642","0,805","0,520"
3201 ,Vera Cruz (BA),"0,645","0,632","0,817","0,520"
3201 ,Fernandes Pinheiro (PR),"0,645","0,647","0,791","0,525"
3201 ,Durandé (MG),"0,645","0,626","0,842","0,508"
3201 ,Antônio Dias (MG),"0,645","0,624","0,849","0,507"
3201 ,São João do Piauí (PI),"0,645","0,615","0,769","0,567"
3222 ,Mutum (MG),"0,644","0,635","0,822","0,511"
3222 ,Crixás do Tocantins (TO),"0,644","0,603","0,798","0,555"
3222 ,Itacoatiara (AM),"0,644","0,618","0,811","0,534"
3222 ,Crateús (CE),"0,644","0,618","0,787","0,550"
3222 ,Messias Targino (RN),"0,644","0,608","0,779","0,565"
3222 ,Diamante D'Oeste (PR),"0,644","0,647","0,776","0,532"
3222 ,Forquilha (CE),"0,644","0,583","0,760","0,602"
3222 ,Cristal (RS),"0,644","0,687","0,826","0,471"
3222 ,Iaciara (GO),"0,644","0,615","0,826","0,527"
3222 ,Senador Firmino (MG),"0,644","0,639","0,829","0,505"
3222 ,São Miguel do Anta (MG),"0,644","0,616","0,828","0,523"
3222 ,Engenheiro Caldas (MG),"0,644","0,632","0,815","0,518"
3234 ,Antônio João (MS),"0,643","0,633","0,799","0,526"
3234 ,Rio Crespo (RO),"0,643","0,637","0,813","0,513"
3234 ,Monte Carlo (SC),"0,643","0,648","0,804","0,511"
3234 ,Nova Crixás (GO),"0,643","0,674","0,813","0,485"
3234 ,Serranos (MG),"0,643","0,638","0,834","0,499"
3234 ,São Valério (TO),"0,643","0,605","0,814","0,539"
3234 ,Rio Largo (AL),"0,643","0,616","0,788","0,547"
3234 ,Teixeirópolis (RO),"0,643","0,653","0,818","0,498"
3234 ,Alvorada D'Oeste (RO),"0,643","0,654","0,763","0,534"
3234 ,Calçoene (AP),"0,643","0,636","0,759","0,550"
3234 ,Mirante da Serra (RO),"0,643","0,673","0,800","0,494"
3234 ,Lagoão (RS),"0,643","0,641","0,822","0,505"
3234 ,Hulha Negra (RS),"0,643","0,653","0,796","0,512"
3234 ,Nova Brasilândia D'Oeste (RO),"0,643","0,664","0,763","0,524"
3234 ,Nazaré (TO),"0,643","0,584","0,792","0,576"
3234 ,Jequitaí (MG),"0,643","0,605","0,797","0,552"
3234 ,Governador Mangabeira (BA),"0,643","0,594","0,754","0,594"
3234 ,Carmópolis (SE),"0,643","0,623","0,783","0,546"
3234 ,Palmeiras (BA),"0,643","0,608","0,782","0,560"
3234 ,Argirita (MG),"0,643","0,645","0,817","0,505"
3254 ,Quixeramobim (CE),"0,642","0,592","0,789","0,567"
3254 ,Amapá (AP),"0,642","0,631","0,790","0,532"
3254 ,Marechal Deodoro (AL),"0,642","0,641","0,793","0,520"
3254 ,Belém do São Francisco (PE),"0,642","0,611","0,784","0,553"
3254 ,Florânia (RN),"0,642","0,611","0,775","0,560"
3254 ,Santa Rita do Pardo (MS),"0,642","0,655","0,800","0,505"
3254 ,Laranjeiras (SE),"0,642","0,589","0,772","0,582"
3254 ,Itabaiana (SE),"0,642","0,645","0,801","0,513"
3254 ,Almenara (MG),"0,642","0,636","0,803","0,518"
3254 ,Manga (MG),"0,642","0,624","0,799","0,530"
3254 ,Almeirim (PA),"0,642","0,659","0,809","0,497"
3254 ,Corrente (PI),"0,642","0,620","0,789","0,540"
3254 ,Passabém (MG),"0,642","0,631","0,787","0,533"
3254 ,Santana do Seridó (RN),"0,642","0,595","0,767","0,580"
3254 ,Babaçulândia (TO),"0,642","0,589","0,792","0,568"
3254 ,Barrolândia (TO),"0,642","0,600","0,817","0,541"
3254 ,São Vicente (RN),"0,642","0,606","0,787","0,556"
3254 ,Nova Laranjeiras (PR),"0,642","0,614","0,833","0,517"
3254 ,São Valério do Sul (RS),"0,642","0,674","0,816","0,480"
3254 ,Malta (PB),"0,642","0,620","0,800","0,533"
3254 ,Coração de Jesus (MG),"0,642","0,575","0,808","0,570"
3275 ,Nazaré (BA),"0,641","0,637","0,777","0,532"
3275 ,Barra do Turvo (SP),"0,641","0,625","0,792","0,532"
3275 ,Itacarambi (MG),"0,641","0,593","0,787","0,564"
3275 ,Nova Porteirinha (MG),"0,641","0,584","0,811","0,556"
3275 ,Taquaritinga do Norte (PE),"0,641","0,636","0,796","0,520"
3275 ,João Lisboa (MA),"0,641","0,585","0,785","0,573"
3275 ,São Mamede (PB),"0,641","0,617","0,765","0,558"
3275 ,Aquiraz (CE),"0,641","0,608","0,788","0,550"
3275 ,Alta Floresta D'Oeste (RO),"0,641","0,657","0,763","0,526"
3275 ,Amparo do Serra (MG),"0,641","0,616","0,811","0,528"
3275 ,Campo Belo do Sul (SC),"0,641","0,648","0,768","0,528"
3275 ,Primavera de Rondônia (RO),"0,641","0,645","0,799","0,512"
3275 ,Frei Martinho (PB),"0,641","0,631","0,770","0,542"
3275 ,Axixá (MA),"0,641","0,535","0,776","0,634"
3275 ,Coxixola (PB),"0,641","0,586","0,794","0,567"
3275 ,Goioxim (PR),"0,641","0,593","0,813","0,547"
3291 ,Vitória de Santo Antão (PE),"0,640","0,629","0,768","0,543"
3291 ,Bocaiúva do Sul (PR),"0,640","0,679","0,816","0,473"
3291 ,Pedras Altas (RS),"0,640","0,647","0,820","0,493"
3291 ,Timbaúba dos Batistas (RN),"0,640","0,614","0,723","0,591"
3291 ,São Domingos (BA),"0,640","0,601","0,757","0,575"
3291 ,Macaíba (RN),"0,640","0,613","0,784","0,545"
3291 ,Itaituba (PA),"0,640","0,644","0,800","0,510"
3291 ,Itapipoca (CE),"0,640","0,562","0,761","0,613"
3291 ,Carmolândia (TO),"0,640","0,621","0,810","0,521"
3291 ,Conceição do Araguaia (PA),"0,640","0,631","0,770","0,540"
3291 ,Santa Maria do Suaçuí (MG),"0,640","0,629","0,817","0,511"
3291 ,Formoso (MG),"0,640","0,616","0,834","0,510"
3291 ,São Gonçalo do Rio Preto (MG),"0,640","0,593","0,815","0,542"
3291 ,Porto Grande (AP),"0,640","0,610","0,777","0,554"
3291 ,São Romão (MG),"0,640","0,586","0,787","0,568"
3291 ,Senador Guiomard (AC),"0,640","0,649","0,786","0,513"
3291 ,São João do Manteninha (MG),"0,640","0,623","0,805","0,522"
3291 ,Machacalis (MG),"0,640","0,607","0,783","0,552"
3291 ,Catolé do Rocha (PB),"0,640","0,617","0,787","0,539"
3291 ,Rio Branco do Ivaí (PR),"0,640","0,624","0,783","0,537"
3291 ,Rondolândia (MT),"0,640","0,619","0,800","0,530"
3312 ,Ribeirão Branco (SP),"0,639","0,592","0,797","0,553"
3312 ,Piedade de Ponte Nova (MG),"0,639","0,616","0,802","0,528"
3312 ,Paudalho (PE),"0,639","0,612","0,782","0,545"
3312 ,Araguacema (TO),"0,639","0,587","0,805","0,553"
3312 ,Nioaque (MS),"0,639","0,658","0,822","0,483"
3312 ,Novo Acordo (TO),"0,639","0,618","0,797","0,530"
3312 ,Caroebe (RR),"0,639","0,600","0,791","0,549"
3312 ,Dois Irmãos do Buriti (MS),"0,639","0,640","0,773","0,528"
3312 ,Tefé (AM),"0,639","0,637","0,801","0,511"
3312 ,Apodi (RN),"0,639","0,611","0,747","0,571"
3312 ,Delta (MG),"0,639","0,672","0,808","0,481"
3312 ,Palmital (PR),"0,639","0,647","0,791","0,511"
3312 ,São Félix do Coribe (BA),"0,639","0,601","0,784","0,555"
3312 ,São Félix (BA),"0,639","0,582","0,769","0,583"
3312 ,Luzinópolis (TO),"0,639","0,593","0,726","0,605"
3312 ,Uruburetama (CE),"0,639","0,564","0,760","0,608"
3312 ,Mariluz (PR),"0,639","0,653","0,794","0,504"
3312 ,Água Branca (PI),"0,639","0,600","0,763","0,569"
3312 ,São Francisco de Itabapoana (RJ),"0,639","0,618","0,791","0,533"
3312 ,Desterro de Entre Rios (MG),"0,639","0,607","0,802","0,536"
3312 ,Capitão Enéas (MG),"0,639","0,573","0,806","0,565"
3333 ,Bandeirantes do Tocantins (TO),"0,638","0,570","0,797","0,571"
3333 ,Simão Pereira (MG),"0,638","0,645","0,843","0,478"
3333 ,São João Evangelista (MG),"0,638","0,620","0,806","0,520"
3333 ,Goianinha (RN),"0,638","0,619","0,783","0,537"
3333 ,Rio Maria (PA),"0,638","0,651","0,804","0,495"
3333 ,Palhano (CE),"0,638","0,572","0,723","0,628"
3333 ,Corumbataí do Sul (PR),"0,638","0,632","0,790","0,520"
3333 ,Carbonita (MG),"0,638","0,617","0,796","0,529"
3333 ,São Francisco (MG),"0,638","0,595","0,804","0,542"
3333 ,Palmeira dos Índios (AL),"0,638","0,625","0,794","0,523"
3333 ,Sabinópolis (MG),"0,638","0,637","0,812","0,502"
3333 ,Ibirapuitã (RS),"0,638","0,678","0,828","0,463"
3333 ,Vicente Dutra (RS),"0,638","0,656","0,809","0,489"
3333 ,Bernardo Sayão (TO),"0,638","0,606","0,748","0,573"
3333 ,Moeda (MG),"0,638","0,657","0,800","0,494"
3333 ,São Domingos das Dores (MG),"0,638","0,602","0,800","0,539"
3333 ,Beberibe (CE),"0,638","0,585","0,778","0,571"
3333 ,Umburatiba (MG),"0,638","0,599","0,815","0,531"
3333 ,Ministro Andreazza (RO),"0,638","0,647","0,776","0,518"
3333 ,Wanderlândia (TO),"0,638","0,619","0,748","0,561"
3333 ,Caraúbas (RN),"0,638","0,594","0,786","0,556"
3333 ,Jaíba (MG),"0,638","0,619","0,789","0,531"
3333 ,Alto Paraguai (MT),"0,638","0,612","0,784","0,541"
3333 ,Nossa Senhora do Livramento (MT),"0,638","0,600","0,820","0,529"
3357 ,Santo Amaro das Brotas (SE),"0,637","0,613","0,778","0,543"
3357 ,Pinheiro (MA),"0,637","0,579","0,771","0,579"
3357 ,Pedro Teixeira (MG),"0,637","0,587","0,794","0,555"
3357 ,Caculé (BA),"0,637","0,621","0,769","0,541"
3357 ,Guaramiranga (CE),"0,637","0,576","0,736","0,610"
3357 ,São Jerônimo da Serra (PR),"0,637","0,626","0,822","0,503"
3357 ,Capão Bonito do Sul (RS),"0,637","0,654","0,779","0,507"
3357 ,Santa Terezinha do Tocantins (TO),"0,637","0,583","0,758","0,584"
3357 ,Bonfim (MG),"0,637","0,669","0,834","0,464"
3357 ,Paula Cândido (MG),"0,637","0,632","0,823","0,497"
3357 ,Paracuru (CE),"0,637","0,597","0,746","0,581"
3357 ,Apuí (AM),"0,637","0,621","0,772","0,540"
3357 ,Irupi (ES),"0,637","0,658","0,798","0,493"
3357 ,Itanhém (BA),"0,637","0,624","0,790","0,525"
3357 ,Valente (BA),"0,637","0,623","0,729","0,568"
3357 ,Santa Bárbara do Tugúrio (MG),"0,637","0,616","0,810","0,517"
3357 ,Guarani de Goiás (GO),"0,637","0,569","0,814","0,557"
3357 ,Oratórios (MG),"0,637","0,627","0,824","0,500"
3357 ,Itaperuçu (PR),"0,637","0,654","0,779","0,507"
3357 ,Joaquim Felício (MG),"0,637","0,642","0,824","0,489"
3357 ,Capão do Leão (RS),"0,637","0,662","0,814","0,480"
3378 ,Uiraúna (PB),"0,636","0,612","0,797","0,528"
3378 ,Nova Lacerda (MT),"0,636","0,643","0,825","0,485"
3378 ,Sardoá (MG),"0,636","0,594","0,812","0,533"
3378 ,Felipe Guerra (RN),"0,636","0,582","0,768","0,575"
3378 ,Curionópolis (PA),"0,636","0,592","0,809","0,536"
3378 ,Tijucas do Sul (PR),"0,636","0,679","0,792","0,479"
3378 ,Almas (TO),"0,636","0,616","0,796","0,524"
3378 ,Olaria (MG),"0,636","0,638","0,823","0,490"
3378 ,Retirolândia (BA),"0,636","0,579","0,773","0,574"
3378 ,São José do Cerrito (SC),"0,636","0,618","0,827","0,503"
3378 ,Ibotirama (BA),"0,636","0,601","0,780","0,548"
3378 ,Orós (CE),"0,636","0,582","0,793","0,557"
3378 ,Pindoretama (CE),"0,636","0,581","0,754","0,588"
3378 ,Espigão Alto do Iguaçu (PR),"0,636","0,632","0,781","0,521"
3378 ,Dores de Guanhães (MG),"0,636","0,612","0,821","0,512"
3393 ,Candói (PR),"0,635","0,655","0,778","0,503"
3393 ,Oliveira Fortes (MG),"0,635","0,616","0,794","0,523"
3393 ,Cantagalo (PR),"0,635","0,638","0,768","0,522"
3393 ,Piripiri (PI),"0,635","0,621","0,775","0,533"
3393 ,Surubim (PE),"0,635","0,617","0,756","0,548"
3393 ,Terra Santa (PA),"0,635","0,602","0,763","0,558"
3393 ,Martins Soares (MG),"0,635","0,619","0,809","0,512"
3393 ,Santa Cruz (RN),"0,635","0,597","0,761","0,564"
3393 ,São José do Egito (PE),"0,635","0,602","0,769","0,554"
3393 ,Seabra (BA),"0,635","0,588","0,761","0,572"
3393 ,Chapada Gaúcha (MG),"0,635","0,573","0,820","0,546"
3393 ,Pacoti (CE),"0,635","0,571","0,773","0,580"
3393 ,Itueta (MG),"0,635","0,640","0,825","0,485"
3393 ,Tibau (RN),"0,635","0,627","0,769","0,530"
3407 ,Santa Rita do Novo Destino (GO),"0,634","0,639","0,820","0,487"
3407 ,Taguatinga (TO),"0,634","0,628","0,818","0,497"
3407 ,Caranaíba (MG),"0,634","0,593","0,807","0,533"
3407 ,Pombal (PB),"0,634","0,629","0,787","0,515"
3407 ,Paraipaba (CE),"0,634","0,574","0,738","0,602"
3407 ,Oeiras (PI),"0,634","0,619","0,753","0,547"
3407 ,Gramado Xavier (RS),"0,634","0,681","0,792","0,473"
3407 ,Novo Horizonte do Oeste (RO),"0,634","0,606","0,799","0,527"
3407 ,Vila Propício (GO),"0,634","0,629","0,802","0,505"
3407 ,Carolina (MA),"0,634","0,600","0,802","0,529"
3407 ,Itambé do Mato Dentro (MG),"0,634","0,605","0,823","0,513"
3407 ,Nova Roma (GO),"0,634","0,594","0,812","0,529"
3407 ,Porto Firme (MG),"0,634","0,615","0,804","0,516"
3407 ,Lagoa dos Patos (MG),"0,634","0,593","0,773","0,556"
3407 ,Serrinha (BA),"0,634","0,615","0,778","0,532"
3407 ,Gravatá (PE),"0,634","0,630","0,794","0,510"
3407 ,Santa Maria do Tocantins (TO),"0,634","0,600","0,784","0,543"
3407 ,Mundo Novo (GO),"0,634","0,642","0,812","0,488"
3407 ,Itagimirim (BA),"0,634","0,602","0,821","0,516"
3407 ,São João da Lagoa (MG),"0,634","0,575","0,813","0,546"
3407 ,Entre Folhas (MG),"0,634","0,617","0,792","0,521"
3407 ,Conceição da Feira (BA),"0,634","0,606","0,766","0,548"
3407 ,Itambacuri (MG),"0,634","0,616","0,784","0,527"
3407 ,Tuparetama (PE),"0,634","0,612","0,749","0,557"
3407 ,Conceição do Mato Dentro (MG),"0,634","0,622","0,794","0,517"
3407 ,Vargem Grande do Rio Pardo (MG),"0,634","0,563","0,811","0,559"
3433 ,Tarumirim (MG),"0,633","0,614","0,829","0,499"
3433 ,Tauá (CE),"0,633","0,585","0,773","0,560"
3433 ,Aral Moreira (MS),"0,633","0,628","0,798","0,507"
3433 ,Caiana (MG),"0,633","0,631","0,833","0,483"
3433 ,Groaíras (CE),"0,633","0,585","0,724","0,598"
3433 ,Bom Jesus da Lapa (BA),"0,633","0,615","0,775","0,533"
3433 ,Serranópolis de Minas (MG),"0,633","0,608","0,773","0,539"
3433 ,Urucânia (MG),"0,633","0,628","0,811","0,498"
3433 ,Alto Parnaíba (MA),"0,633","0,683","0,785","0,474"
3433 ,Pindaré-Mirim (MA),"0,633","0,568","0,755","0,592"
3433 ,Santana da Boa Vista (RS),"0,633","0,630","0,802","0,503"
3433 ,Itapissuma (PE),"0,633","0,589","0,764","0,564"
3433 ,Santo Antônio do Grama (MG),"0,633","0,626","0,823","0,493"
3433 ,Farias Brito (CE),"0,633","0,541","0,774","0,605"
3433 ,Minas Novas (MG),"0,633","0,600","0,802","0,528"
3448 ,Bocaina (PI),"0,632","0,614","0,773","0,532"
3448 ,Silves (AM),"0,632","0,546","0,791","0,584"
3448 ,Santo Antônio do Tauá (PA),"0,632","0,598","0,753","0,561"
3448 ,Rosário (MA),"0,632","0,566","0,752","0,592"
3448 ,Cruz (CE),"0,632","0,573","0,752","0,586"
3448 ,Independência (CE),"0,632","0,561","0,759","0,592"
3448 ,Escada (PE),"0,632","0,594","0,781","0,543"
3448 ,Dom Macedo Costa (BA),"0,632","0,598","0,795","0,531"
3448 ,Gandu (BA),"0,632","0,645","0,771","0,508"
3448 ,Lajedão (BA),"0,632","0,652","0,778","0,497"
3448 ,Rodelas (BA),"0,632","0,566","0,790","0,564"
3448 ,Córrego Novo (MG),"0,632","0,596","0,805","0,525"
3448 ,José Gonçalves de Minas (MG),"0,632","0,597","0,764","0,553"
3448 ,Presidente Bernardes (MG),"0,632","0,603","0,804","0,521"
3448 ,Riachinho (MG),"0,632","0,577","0,795","0,551"
3448 ,São Sebastião do Rio Preto (MG),"0,632","0,662","0,809","0,472"
3448 ,Simonésia (MG),"0,632","0,622","0,823","0,493"
3448 ,Veredinha (MG),"0,632","0,579","0,785","0,555"
3448 ,Divino de São Lourenço (ES),"0,632","0,622","0,819","0,496"
3448 ,Mato Rico (PR),"0,632","0,580","0,812","0,536"
3448 ,Miranda (MS),"0,632","0,638","0,782","0,507"
3469 ,Sinimbu (RS),"0,631","0,697","0,792","0,456"
3469 ,Pendências (RN),"0,631","0,633","0,753","0,526"
3469 ,Matipó (MG),"0,631","0,630","0,780","0,511"
3469 ,Ichu (BA),"0,631","0,580","0,771","0,562"
3469 ,Nova Olinda (TO),"0,631","0,614","0,765","0,535"
3469 ,Rosário do Catete (SE),"0,631","0,603","0,731","0,571"
3469 ,Campinaçu (GO),"0,631","0,644","0,819","0,476"
3469 ,Marianópolis do Tocantins (TO),"0,631","0,630","0,792","0,504"
3469 ,Sobradinho (BA),"0,631","0,605","0,748","0,555"
3469 ,Araguatins (TO),"0,631","0,604","0,793","0,525"
3469 ,Cantagalo (MG),"0,631","0,598","0,816","0,515"
3469 ,Desterro do Melo (MG),"0,631","0,618","0,809","0,503"
3469 ,Sobrália (MG),"0,631","0,611","0,805","0,510"
3469 ,Uruçuí (PI),"0,631","0,614","0,794","0,516"
3469 ,Redentora (RS),"0,631","0,606","0,792","0,523"
3469 ,Vargem Alegre (MG),"0,631","0,631","0,819","0,486"
3469 ,Jari (RS),"0,631","0,636","0,836","0,473"
3469 ,Senhora de Oliveira (MG),"0,631","0,603","0,801","0,521"
3487 ,Angical do Piauí (PI),"0,630","0,610","0,737","0,555"
3487 ,Ipiranga do Piauí (PI),"0,630","0,560","0,765","0,583"
3487 ,Campos Sales (CE),"0,630","0,584","0,769","0,556"
3487 ,Campina do Simão (PR),"0,630","0,598","0,792","0,527"
3487 ,Jangada (MT),"0,630","0,567","0,805","0,549"
3487 ,Penedo (AL),"0,630","0,602","0,774","0,536"
3487 ,Acaiaca (MG),"0,630","0,610","0,823","0,499"
3487 ,Ramilândia (PR),"0,630","0,639","0,802","0,489"
3487 ,Bonópolis (GO),"0,630","0,630","0,813","0,488"
3487 ,São Geraldo do Baixio (MG),"0,630","0,631","0,824","0,482"
3487 ,Nova Módica (MG),"0,630","0,610","0,779","0,527"
3487 ,Barra do Mendes (BA),"0,630","0,578","0,784","0,553"
3487 ,Santa Rita de Ibitipoca (MG),"0,630","0,625","0,793","0,505"
3487 ,Itinga do Maranhão (MA),"0,630","0,601","0,764","0,545"
3501 ,Bacabeira (MA),"0,629","0,558","0,768","0,580"
3501 ,Itaobim (MG),"0,629","0,613","0,787","0,516"
3501 ,Pentecoste (CE),"0,629","0,562","0,734","0,604"
3501 ,Belo Jardim (PE),"0,629","0,617","0,783","0,514"
3501 ,Dores do Turvo (MG),"0,629","0,613","0,829","0,490"
3501 ,Nova Cruz (RN),"0,629","0,589","0,788","0,537"
3501 ,Encanto (RN),"0,629","0,589","0,787","0,536"
3501 ,Várzea Alegre (CE),"0,629","0,569","0,759","0,576"
3501 ,Cândido de Abreu (PR),"0,629","0,643","0,783","0,494"
3501 ,Lassance (MG),"0,629","0,614","0,795","0,511"
3501 ,Reduto (MG),"0,629","0,647","0,801","0,480"
3501 ,Governador Edison Lobão (MA),"0,629","0,589","0,764","0,552"
3501 ,São João do Triunfo (PR),"0,629","0,655","0,801","0,475"
3501 ,Bodó (RN),"0,629","0,570","0,772","0,565"
3501 ,Piau (MG),"0,629","0,647","0,824","0,467"
3501 ,Rio Bonito do Iguaçu (PR),"0,629","0,631","0,792","0,498"
3501 ,Vargem (SC),"0,629","0,636","0,790","0,495"
3501 ,Turuçu (RS),"0,629","0,685","0,814","0,446"
3519 ,Cutias (AP),"0,628","0,576","0,760","0,566"
3519 ,Itacambira (MG),"0,628","0,570","0,791","0,550"
3519 ,Riachão do Jacuípe (BA),"0,628","0,588","0,755","0,559"
3519 ,Abaiara (CE),"0,628","0,540","0,748","0,612"
3519 ,Acorizal (MT),"0,628","0,594","0,816","0,510"
3519 ,Santana de Pirapama (MG),"0,628","0,617","0,816","0,493"
3519 ,Serra Branca (PB),"0,628","0,598","0,770","0,537"
3519 ,Berilo (MG),"0,628","0,580","0,816","0,524"
3519 ,Monteiro (PB),"0,628","0,625","0,709","0,558"
3519 ,Colônia do Gurguéia (PI),"0,628","0,578","0,778","0,550"
3519 ,São Francisco do Oeste (RN),"0,628","0,581","0,779","0,547"
3519 ,Abaetetuba (PA),"0,628","0,579","0,798","0,537"
3519 ,Palmeiras do Tocantins (TO),"0,628","0,586","0,810","0,522"
3519 ,Milagres (CE),"0,628","0,561","0,777","0,569"
3519 ,Jordânia (MG),"0,628","0,613","0,797","0,506"
3534 ,Lagoa Seca (PB),"0,627","0,621","0,769","0,516"
3534 ,Itamaraju (BA),"0,627","0,641","0,767","0,502"
3534 ,Cairu (BA),"0,627","0,600","0,807","0,510"
3534 ,Pedra Azul (MG),"0,627","0,596","0,797","0,518"
3534 ,Peçanha (MG),"0,627","0,630","0,787","0,497"
3534 ,Pavão (MG),"0,627","0,599","0,813","0,507"
3534 ,Pequizeiro (TO),"0,627","0,589","0,806","0,518"
3534 ,Santa Rita (PB),"0,627","0,597","0,774","0,534"
3534 ,Santa Teresinha (PB),"0,627","0,586","0,820","0,513"
3534 ,Sumé (PB),"0,627","0,602","0,765","0,534"
3534 ,Espinosa (MG),"0,627","0,582","0,804","0,526"
3534 ,Bugre (MG),"0,627","0,602","0,800","0,511"
3534 ,Santa Bárbara do Pará (PA),"0,627","0,575","0,784","0,546"
3534 ,Vale do Paraíso (RO),"0,627","0,641","0,792","0,485"
3534 ,Lambari D'Oeste (MT),"0,627","0,670","0,787","0,467"
3534 ,Simplício Mendes (PI),"0,627","0,613","0,767","0,525"
3534 ,Axixá do Tocantins (TO),"0,627","0,595","0,733","0,566"
3534 ,Baixio (CE),"0,627","0,563","0,763","0,575"
3534 ,São Gonçalo dos Campos (BA),"0,627","0,636","0,752","0,516"
3534 ,Cachoeirinha (TO),"0,627","0,548","0,762","0,590"
3534 ,Itaverava (MG),"0,627","0,613","0,811","0,496"
3534 ,Lagoa da Confusão (TO),"0,627","0,630","0,787","0,496"
3534 ,Riacho dos Machados (MG),"0,627","0,557","0,808","0,547"
3534 ,Coronel Murta (MG),"0,627","0,578","0,784","0,543"
3534 ,Buriti do Tocantins (TO),"0,627","0,575","0,713","0,601"
3534 ,Cuparaque (MG),"0,627","0,621","0,798","0,497"
3534 ,Cedro (CE),"0,627","0,592","0,753","0,553"
3561 ,Itaitinga (CE),"0,626","0,583","0,768","0,548"
3561 ,Coroaci (MG),"0,626","0,613","0,811","0,493"
3561 ,Piedade dos Gerais (MG),"0,626","0,645","0,840","0,453"
3561 ,Várzea (RN),"0,626","0,577","0,771","0,552"
3561 ,Senhora dos Remédios (MG),"0,626","0,578","0,776","0,548"
3561 ,Campo Redondo (RN),"0,626","0,554","0,758","0,584"
3561 ,Raposa (MA),"0,626","0,568","0,735","0,587"
3561 ,Tumiritinga (MG),"0,626","0,615","0,827","0,482"
3561 ,Floresta (PE),"0,626","0,588","0,775","0,538"
3561 ,Pocrane (MG),"0,626","0,614","0,799","0,500"
3561 ,Coruripe (AL),"0,626","0,591","0,769","0,541"
3561 ,Bonfim (RR),"0,626","0,597","0,809","0,509"
3561 ,Joanésia (MG),"0,626","0,616","0,803","0,495"
3561 ,Mambaí (GO),"0,626","0,610","0,816","0,494"
3561 ,Mendes Pimentel (MG),"0,626","0,617","0,768","0,518"
3561 ,Redenção (CE),"0,626","0,567","0,750","0,577"
3561 ,Muribeca (SE),"0,626","0,575","0,771","0,554"
3561 ,Guamaré (RN),"0,626","0,632","0,769","0,505"
3561 ,Serra da Raiz (PB),"0,626","0,570","0,792","0,544"
3561 ,Olhos-D'Água (MG),"0,626","0,607","0,812","0,498"
3561 ,São Sebastião do Oeste (MG),"0,626","0,678","0,832","0,434"
3561 ,Arari (MA),"0,626","0,587","0,764","0,546"
3561 ,Santo Estêvão (BA),"0,626","0,611","0,808","0,498"
3561 ,Pedra Branca do Amapari (AP),"0,626","0,628","0,779","0,502"
3561 ,Santa Leopoldina (ES),"0,626","0,646","0,797","0,477"
3561 ,Milhã (CE),"0,626","0,560","0,784","0,558"
3587 ,Santa Cruz do Escalvado (MG),"0,625","0,618","0,815","0,485"
3587 ,Guimarães (MA),"0,625","0,535","0,772","0,592"
3587 ,Caetité (BA),"0,625","0,631","0,801","0,484"
3587 ,Alto Paraíso (RO),"0,625","0,664","0,804","0,457"
